Facility_ID,Facility_Name,Country,City,Industry,Fiscal_Year,Employee_Count,Scope1_Emissions,Scope2_Emissions,Scope3_Emissions,Total_Energy_MWh,Renewable_Energy_Percentage,Water_Withdrawal_m3,Water_Recycled_Percentage,Waste_Generated_Tons,Waste_Recycled_Percentage,Female_Workforce_Percentage,Employee_Turnover_Percentage,Training_Hours,Compliance_Violations
FAC037,Jurong Electronics Plant 37,Singapore,Jurong,Electronics,2024,2574,6307,3478.5,19967.8,15160.3,30.1,31155,51.7,1754.5,51.8,23.9,8.7,51.6,0
FAC037,Jurong Electronics Plant 37,Singapore,Jurong,Electronics,2025,2647,5412,2143.1,33365.4,20474.2,69.6,35126.7,49.6,665,81.3,23.1,16,56,2
FAC038,Woodlands Medical Plant 38,Singapore,Woodlands,Medical Devices,2022,447,854.7,317,4582.3,1959,48.4,4578.9,61.8,134.3,72.4,18.3,14.1,26.8,1
FAC038,Woodlands Medical Plant 38,Singapore,Woodlands,Medical Devices,2023,466,867.5,612.9,4483.2,4254,49.7,2339.7,56.7,250.7,47.8,33.1,16.7,37.4,3
FAC038,Woodlands Medical Plant 38,Singapore,Woodlands,Medical Devices,2024,418,473.8,294.4,2547.5,1997.2,32.5,6504.4,37.8,179.6,56.3,30.2,14,70.6,0
FAC038,Woodlands Medical Plant 38,Singapore,Woodlands,Medical Devices,2025,415,1250.8,139.6,4099.1,3208,78.1,5019.7,32.2,52.9,48.9,33,11.4,69.3,0
FAC039,Jurong Electronics Plant 39,Singapore,Jurong,Electronics,2022,2308,4684.7,1812.4,17397.5,12557.2,50.8,39233.5,53.6,781.7,61.4,37.7,8.9,48.3,0
FAC039,Jurong Electronics Plant 39,Singapore,Jurong,Electronics,2023,2375,6619.5,2095.2,19105.6,17503.7,53.9,16492.8,33.5,1831.2,54.1,44.9,10.8,52,0
FAC039,Jurong Electronics Plant 39,Singapore,Jurong,Electronics,2024,2406,3545.3,1163.9,19292.1,16611.7,73.8,22365.8,59.8,2080.7,57.6,41.2,5.5,38.3,3
FAC039,Jurong Electronics Plant 39,Singapore,Jurong,Electronics,2025,2505,3998.5,1090.3,17631.1,13607,63.1,24591.5,60.9,877.7,52.8,20.2,8.8,51.1,1
FAC040,Jurong Electronics Plant 40,Singapore,Jurong,Electronics,2022,1775,4754.9,2468.2,28194.4,10912.3,15.9,10915.3,22.5,809.7,62.3,33.4,7.7,14,1
FAC040,Jurong Electronics Plant 40,Singapore,Jurong,Electronics,2023,1846,4063.8,2138,18416.2,13714.7,34.6,10924.7,65.3,1524.9,90.6,35.2,8.2,35.1,0
FAC040,Jurong Electronics Plant 40,Singapore,Jurong,Electronics,2024,1844,2519,1595,11311,10417.5,34.9,27901.9,41.9,1579.4,76.1,32.9,14.9,46.6,0
FAC040,Jurong Electronics Plant 40,Singapore,Jurong,Electronics,2025,1841,6094.3,2790.5,25089.4,17164.8,52.3,16971.3,62.6,1455.2,90.7,22.1,9.6,76.6,0
FAC041,Tuas Chemicals Plant 41,Singapore,Tuas,Chemicals,2022,917,3232.2,1816.5,17366,8648.3,24.5,7336,37.6,694,51.3,21.4,15,36.7,1
FAC041,Tuas Chemicals Plant 41,Singapore,Tuas,Chemicals,2023,955,1808.2,435.6,8962.2,4149.8,52.7,15063.1,25.3,746.1,79.3,38.2,7.7,31.6,0
FAC041,Tuas Chemicals Plant 41,Singapore,Tuas,Chemicals,2024,922,1624.1,981,8331.3,7433.4,65.1,9303.6,48.3,772.5,74.4,34.3,17.7,42.2,2
FAC041,Tuas Chemicals Plant 41,Singapore,Tuas,Chemicals,2025,989,1665.3,323,7280.6,7325.2,80.8,6918.7,54.5,553.2,73.5,37.4,20,48.9,1
FAC042,Jurong Electronics Plant 42,Singapore,Jurong,Electronics,2022,195,359.9,213.3,1970.7,1091.5,34,2083.4,38.3,140.9,64.4,33,11.5,11.1,0
FAC042,Jurong Electronics Plant 42,Singapore,Jurong,Electronics,2023,240,897.6,546.1,4144.6,2201,23.9,2238.8,59.6,126.4,51.6,20.9,17.1,38.4,0
FAC042,Jurong Electronics Plant 42,Singapore,Jurong,Electronics,2024,196,692.9,346.5,3838.3,1680.7,33.4,1366,69.3,60.8,44.9,22.8,14,69.1,0
FAC042,Jurong Electronics Plant 42,Singapore,Jurong,Electronics,2025,247,684,267.1,3655.5,1877.4,45.1,4064.9,48,112.4,40.2,24.4,9,65.7,1
FAC043,Woodlands Medical Plant 43,Singapore,Woodlands,Medical Devices,2022,624,1022,559.2,6572.4,3250.8,26,7341.9,51.2,365.4,66,35.6,11.6,48,1
FAC043,Woodlands Medical Plant 43,Singapore,Woodlands,Medical Devices,2023,605,2039.7,718.1,7160.4,5542.3,46.6,3838,39.9,139.3,54.1,35.9,14.7,37,1
FAC043,Woodlands Medical Plant 43,Singapore,Woodlands,Medical Devices,2024,647,2312.9,623.7,9467.9,5140.1,58.3,4303.8,39.8,305.2,38.1,28.8,5.2,32.1,1
FAC043,Woodlands Medical Plant 43,Singapore,Woodlands,Medical Devices,2025,662,1702.7,479.2,8945.2,4587.2,60.3,7448.1,33.3,95.4,79.6,26.8,8.9,58.2,0
FAC044,Tuas Chemicals Plant 44,Singapore,Tuas,Chemicals,2022,2519,4127.1,5027.3,37150.5,18057.5,16.9,24289.6,60.8,384,73.2,34.4,21.8,14.6,2
FAC044,Tuas Chemicals Plant 44,Singapore,Tuas,Chemicals,2023,2536,4601.5,1287.2,23801.1,14728.1,65,26870.8,69.7,1838.6,44.7,42.3,14.9,33.8,2
FAC044,Tuas Chemicals Plant 44,Singapore,Tuas,Chemicals,2024,2635,6798.8,2528.7,37436.9,17159.4,57,32476.3,49.4,1542.9,44.6,47.4,9.7,51.8,3
FAC044,Tuas Chemicals Plant 44,Singapore,Tuas,Chemicals,2025,2670,5689.8,2907.7,34082.4,25422.8,69.3,45197.1,69.7,2126.1,46.6,44,8.5,66,1
FAC045,Woodlands Medical Plant 45,Singapore,Woodlands,Medical Devices,2022,1810,3209.6,1394.2,10076.8,8991.6,39.2,27672.6,58,785.9,75.2,38.8,20,30.5,1
FAC045,Woodlands Medical Plant 45,Singapore,Woodlands,Medical Devices,2023,1857,2998.1,1153.6,13061.8,7824.2,54.8,25193.4,39.2,314.6,63.1,24.5,12.4,27.5,0
FAC045,Woodlands Medical Plant 45,Singapore,Woodlands,Medical Devices,2024,1855,3816.4,1387,14878.3,11174.3,55.2,25617,28.1,366.7,79.7,31.8,7,64.6,0
FAC045,Woodlands Medical Plant 45,Singapore,Woodlands,Medical Devices,2025,1855,7957.7,2758.4,45065.2,17726.2,57,16295.5,65,1490.9,44.9,28.8,5.8,63.9,0
FAC046,Jurong Electronics Plant 46,Singapore,Jurong,Electronics,2022,1843,2787.3,1941.9,17778.2,10781.1,42.1,8872.8,42.8,411.9,40.2,38.4,6.1,41.3,2
FAC046,Jurong Electronics Plant 46,Singapore,Jurong,Electronics,2023,1853,3788.4,1704.7,22054.2,14727.2,41.5,11418.7,39.6,654.9,53.7,42.4,19.5,46.9,1
FAC046,Jurong Electronics Plant 46,Singapore,Jurong,Electronics,2024,1843,4719.9,2498.6,27474.2,13020.3,28.4,24126.1,32.7,813,74.1,43.8,6.4,30.5,1
FAC046,Jurong Electronics Plant 46,Singapore,Jurong,Electronics,2025,1946,4869.7,2507.9,19325.4,15844.4,53.2,25899.3,39.9,1145.8,77.5,26.5,19.6,35.2,1
FAC047,Tuas Chemicals Plant 47,Singapore,Tuas,Chemicals,2022,1047,2332.5,1934.3,16894.4,7828.8,20.1,15995.9,30.4,440.8,41.2,37.1,7.1,50,0
FAC047,Tuas Chemicals Plant 47,Singapore,Tuas,Chemicals,2023,1047,4018.2,2106,17843,9677.6,25.9,14464.1,58.6,905.1,77.8,18.5,6.6,29.8,0
FAC047,Tuas Chemicals Plant 47,Singapore,Tuas,Chemicals,2024,1028,2603.2,1647.5,16653.3,9583.9,46.7,10682.1,43.7,637,65.6,22.6,6.3,29.6,2
FAC047,Tuas Chemicals Plant 47,Singapore,Tuas,Chemicals,2025,1061,2699.8,1172.8,14338.8,7529.4,55.1,6018.8,57.9,731.4,84,19.7,5.9,53.6,0
FAC048,Woodlands Medical Plant 48,Singapore,Woodlands,Medical Devices,2022,404,768.3,343.3,2604.5,3149.9,40.3,1999.7,43.8,157.7,59.7,42.7,10.1,26.7,2
FAC048,Woodlands Medical Plant 48,Singapore,Woodlands,Medical Devices,2023,407,1411,612.6,6219.2,3320.2,25.3,4768,34.6,358.4,68.9,32.9,13.7,20.5,3
FAC048,Woodlands Medical Plant 48,Singapore,Woodlands,Medical Devices,2024,402,561.3,439.8,3811.1,2486.6,40,3141.6,48.4,62,84.2,25.3,12.5,43.2,0
FAC048,Woodlands Medical Plant 48,Singapore,Woodlands,Medical Devices,2025,393,1087.7,143.1,3451.8,2823.9,80.8,4045.8,58.8,130.3,44.1,29.2,12.5,74.6,0
FAC049,Woodlands Medical Plant 49,Singapore,Woodlands,Medical Devices,2022,379,468.9,411.2,2480.3,1732.9,32,4586.2,18.4,104.8,62.8,27.1,16,30.9,1
FAC049,Woodlands Medical Plant 49,Singapore,Woodlands,Medical Devices,2023,398,1462,497.9,7819.9,3816,54.9,2701.4,66.8,55.2,63.6,37.1,16.6,18.4,0
FAC049,Woodlands Medical Plant 49,Singapore,Woodlands,Medical Devices,2024,390,774.2,370.3,2970.5,3426,62.2,4405,28.6,350.1,75.6,20.8,19.7,66.4,0
FAC049,Woodlands Medical Plant 49,Singapore,Woodlands,Medical Devices,2025,397,914.8,204.1,4020.3,2650.2,72.6,3972.2,53.7,66.9,74.4,21.9,9.2,72.3,2
FAC050,Tuas Chemicals Plant 50,Singapore,Tuas,Chemicals,2022,1516,4391,1628.2,23627.6,10073.7,22,9457.5,23.5,713.5,46,21.6,11.7,44.7,1
FAC050,Tuas Chemicals Plant 50,Singapore,Tuas,Chemicals,2023,1565,2109.8,2085.4,17057.5,8812.6,25.4,21908.1,23.9,1208.2,50.3,20.7,9.5,34,1
FAC050,Tuas Chemicals Plant 50,Singapore,Tuas,Chemicals,2024,1574,1833,584.6,7568.3,8822.1,74.6,23097.9,37,756.1,80.8,22.2,5.2,63.4,3
FAC050,Tuas Chemicals Plant 50,Singapore,Tuas,Chemicals,2025,1582,3097.8,1360.4,9853.1,8337,55.6,19833.2,66.7,282.4,91.9,23.9,14.8,70.4,0
FAC051,Phoenix Electronics Plant 51,USA,Phoenix,Electronics,2022,646,5172.6,2745.3,30175.7,12000.5,14.2,14662.7,37.9,585,48.7,45.2,10.4,30.1,0
FAC051,Phoenix Electronics Plant 51,USA,Phoenix,Electronics,2023,732,3023.5,1996.6,16951.5,11043.8,31.1,8205.6,35.4,332.4,42.4,44.5,13.9,46.4,2
FAC051,Phoenix Electronics Plant 51,USA,Phoenix,Electronics,2024,670,3705.5,1300.4,16077.4,12787.3,64.8,22575.4,48.1,566.7,45.2,27.6,8.5,66.3,1
FAC051,Phoenix Electronics Plant 51,USA,Phoenix,Electronics,2025,688,3410.9,1430.9,12501.1,11787.8,59.1,9504.1,39.9,423.9,67.8,41.7,16.3,68.4,2
FAC052,Cleveland Industrial Plant 52,USA,Cleveland,Industrial Equipment,2022,1615,6680.8,3322.6,42864.1,16637.5,37.5,16706.6,54.4,2774.9,62.8,34.9,9,54.5,3
FAC052,Cleveland Industrial Plant 52,USA,Cleveland,Industrial Equipment,2023,1688,5040.8,3317.7,29289.5,24062.3,27.9,17092.9,44.9,1278.7,68.1,42.2,11,26,2
FAC052,Cleveland Industrial Plant 52,USA,Cleveland,Industrial Equipment,2024,1699,5779.7,2083.8,17907.6,15364.4,34.9,39916.6,42.1,600,75.2,37.9,14.4,41.1,0
FAC052,Cleveland Industrial Plant 52,USA,Cleveland,Industrial Equipment,2025,1710,10035,3296.2,37236.8,27889.1,57.4,48341.1,52.5,2783.5,71.9,28.7,15.1,70.7,0
FAC053,Phoenix Electronics Plant 53,USA,Phoenix,Electronics,2022,683,4858.5,1355,27871.9,11113.3,52.8,23960.2,19.7,805.8,86.7,47,9.5,35.4,3
FAC053,Phoenix Electronics Plant 53,USA,Phoenix,Electronics,2023,693,2379.6,1548.6,14104.1,8299.8,23.5,24272.5,61.4,890.7,75.2,28.1,5.7,27.4,1
FAC053,Phoenix Electronics Plant 53,USA,Phoenix,Electronics,2024,733,1640.4,1409,11683.7,8189,33.1,25790.1,64.9,739.7,56.6,34.4,6.6,47.6,2
FAC053,Phoenix Electronics Plant 53,USA,Phoenix,Electronics,2025,731,3054.7,1071.7,11540.7,7424.5,39.6,25383.2,33,369.4,59.5,40,13.3,74.4,0
FAC054,Cleveland Industrial Plant 54,USA,Cleveland,Industrial Equipment,2022,321,2519.3,1020,7974.6,5963.7,19.1,4823.5,27.9,426.2,73.4,39.9,10.2,22.7,0
FAC054,Cleveland Industrial Plant 54,USA,Cleveland,Industrial Equipment,2023,278,1134.4,371.1,3025.4,3514.8,44.7,3311.9,61.5,337.8,59.8,20.9,8.8,46.7,4
FAC054,Cleveland Industrial Plant 54,USA,Cleveland,Industrial Equipment,2024,338,1772,945.6,9926.3,5919.3,42.5,4058,49.9,178.6,85.5,29.1,12.1,37.8,0
FAC054,Cleveland Industrial Plant 54,USA,Cleveland,Industrial Equipment,2025,312,1293.9,632.4,4318.3,5441.4,63.6,8498.5,62.3,276.4,79.3,24.8,5.5,51.4,0
FAC055,Cleveland Industrial Plant 55,USA,Cleveland,Industrial Equipment,2022,1165,5601.1,1798,25364.5,13546.2,29,27079.2,47.7,2065.7,34.9,46.5,13.2,52.7,0
FAC055,Cleveland Industrial Plant 55,USA,Cleveland,Industrial Equipment,2023,1154,6046.4,5547.3,35806.9,19769.6,25.7,41460.8,52.1,1778.6,46,45.3,20.1,21,0
FAC055,Cleveland Industrial Plant 55,USA,Cleveland,Industrial Equipment,2024,1200,5686.1,1985.6,15580.5,17234.6,68.3,33709.1,51.9,1751.3,41.4,22.5,14.1,52.2,3
FAC055,Cleveland Industrial Plant 55,USA,Cleveland,Industrial Equipment,2025,1185,4908.4,1881.6,22672.4,21791.2,63.6,22133.6,46.4,992.5,65.3,36.3,5.1,46.4,0
FAC056,Cleveland Industrial Plant 56,USA,Cleveland,Industrial Equipment,2022,348,1625.5,1520.2,13533.1,6266.6,26.3,11582,19.1,527.3,45.3,26.4,13.9,41.3,0
FAC056,Cleveland Industrial Plant 56,USA,Cleveland,Industrial Equipment,2023,333,1019.5,409.9,3821.6,3280.5,63.8,6860.7,53,177.5,43.1,42.7,17.4,52.2,3
FAC056,Cleveland Industrial Plant 56,USA,Cleveland,Industrial Equipment,2024,318,1233.6,805.9,4770.6,4440.8,35.5,10199.6,64.7,90.7,46,43,18.4,37.2,0
FAC056,Cleveland Industrial Plant 56,USA,Cleveland,Industrial Equipment,2025,364,2365.3,828.7,11461.7,5827.7,49.4,4684.8,31.2,298.9,70.9,23.3,18.4,60.4,0
FAC057,Detroit Automotive Plant 57,USA,Detroit,Automotive,2022,1210,3343.5,2920.1,27636.8,13889.3,28.6,38995.6,51.7,1569.6,43,30.3,6.3,45.1,2
FAC057,Detroit Automotive Plant 57,USA,Detroit,Automotive,2023,1224,4026.3,4165.8,20967.1,16548.8,26,31408.2,67.3,1654.7,74,26.3,19.8,56.3,1
FAC057,Detroit Automotive Plant 57,USA,Detroit,Automotive,2024,1275,6958.7,1787.2,19728.8,17136.4,59.8,29457.6,55.1,1983.3,56.3,37.4,14.7,39.4,0
FAC057,Detroit Automotive Plant 57,USA,Detroit,Automotive,2025,1281,4335.4,1832,22451.2,15412.8,49.5,44499.1,56.1,683.9,66.9,25.2,5.4,72.6,1
FAC058,Cleveland Industrial Plant 58,USA,Cleveland,Industrial Equipment,2022,1466,10665.4,3291.2,42517.6,23734.3,40.2,29100.8,19.8,1971.2,63.3,23.7,17.6,20,1
FAC058,Cleveland Industrial Plant 58,USA,Cleveland,Industrial Equipment,2023,1538,9143.7,4863.6,57452.3,27977,50.2,50353.3,30.7,603.3,37.9,25.8,18.4,52.3,0
FAC058,Cleveland Industrial Plant 58,USA,Cleveland,Industrial Equipment,2024,1550,6133.6,5232.4,34679.7,23975.2,38.4,51169.6,42.4,1787.9,61.4,21.5,5.9,54.5,0
FAC058,Cleveland Industrial Plant 58,USA,Cleveland,Industrial Equipment,2025,1617,4820.4,1069.2,17398.9,14826.5,79.6,28259.6,32.2,2542.9,47.1,24,11,59.6,2
FAC059,Cleveland Industrial Plant 59,USA,Cleveland,Industrial Equipment,2022,766,2987.9,2682.7,25328.3,13568.8,19.8,13691.6,21,724,39,41.2,15.2,17.1,2
FAC059,Cleveland Industrial Plant 59,USA,Cleveland,Industrial Equipment,2023,752,2264.5,1184.8,11015.3,7367.8,39.5,7311.9,47.6,1037.6,88.9,44.8,17.6,41.9,0
FAC059,Cleveland Industrial Plant 59,USA,Cleveland,Industrial Equipment,2024,756,4281.6,1720.9,13939.8,11467.2,39.7,14912.7,51.9,378.4,82,26.9,9.7,58.8,0
FAC059,Cleveland Industrial Plant 59,USA,Cleveland,Industrial Equipment,2025,814,2486.2,1223.7,11966.1,10650,69.7,23934.1,36.6,1347,82.2,18.6,8.1,78.3,0
FAC060,Houston Chemicals Plant 60,USA,Houston,Chemicals,2022,2227,8625,3172.2,42479.4,21669,42.6,66723.1,50.4,2597.8,28.2,21.2,19.4,12.2,0
FAC060,Houston Chemicals Plant 60,USA,Houston,Chemicals,2023,2306,9188.6,3365.3,46926.2,28840.5,44.6,60509.9,36.5,2933.7,71.1,26.1,15.2,24.2,2
FAC060,Houston Chemicals Plant 60,USA,Houston,Chemicals,2024,2308,8699.3,4656.6,43331.2,32139.2,57,59264,60.2,3547.7,90.5,28.7,11.6,33.2,0
FAC060,Houston Chemicals Plant 60,USA,Houston,Chemicals,2025,2366,9688.1,2762.7,27672,37459.9,59.6,29611.4,53,2391.6,89.4,41.4,5.7,66.6,2
FAC061,Detroit Automotive Plant 61,USA,Detroit,Automotive,2022,2047,9289.5,7012.5,67337.4,23034,14.2,39117.5,53.2,1851.6,32.8,43.5,20.2,10.4,0
FAC061,Detroit Automotive Plant 61,USA,Detroit,Automotive,2023,2072,10863.7,2296.8,50439.9,24759.4,60.3,40273.9,38.5,865.2,54.8,31.7,18.9,49,1
FAC061,Detroit Automotive Plant 61,USA,Detroit,Automotive,2024,2145,7543.9,3639.9,24007.3,33049.2,65.5,73962,33,1906.9,68.7,42.1,15.9,34.2,0
FAC061,Detroit Automotive Plant 61,USA,Detroit,Automotive,2025,2178,13723.4,2307.7,67802,32675.8,78.3,48685.5,49.5,3538.5,62.9,19.9,15,34.6,2
FAC062,Detroit Automotive Plant 62,USA,Detroit,Automotive,2022,1591,5002.8,4042.4,23711.5,22352.8,42.1,29795.9,53.2,1337.1,81.2,34.8,21.8,12.5,1
FAC062,Detroit Automotive Plant 62,USA,Detroit,Automotive,2023,1576,7076.4,2741.5,38079.5,21843.6,41.1,28470,37.9,1062.1,61.4,34.5,11.6,54.8,0
FAC062,Detroit Automotive Plant 62,USA,Detroit,Automotive,2024,1643,11604,3842.3,35476.6,28019.1,49.1,37346.5,54.7,657.4,58.5,34.7,5,30.1,0
FAC062,Detroit Automotive Plant 62,USA,Detroit,Automotive,2025,1697,8834.5,1645.3,32912,25939.3,79.6,31561.7,63,2569.1,83.9,28,16.8,61,1
FAC063,Phoenix Electronics Plant 63,USA,Phoenix,Electronics,2022,2007,3804.6,2843,23826,18970.8,40.3,61650.4,46.5,1652.3,32.1,44.9,13.9,47,2
FAC063,Phoenix Electronics Plant 63,USA,Phoenix,Electronics,2023,2085,4918.6,3828.6,26086.3,19922.6,47.5,45173.6,59.5,2831.8,36.7,30.4,20.3,55.7,1
FAC063,Phoenix Electronics Plant 63,USA,Phoenix,Electronics,2024,2131,9268.6,4694.4,28077.4,28427.1,55.7,61875.8,50.3,1950.3,68.4,45.7,17.5,67,0
FAC063,Phoenix Electronics Plant 63,USA,Phoenix,Electronics,2025,2136,10328.6,6025,68795.3,34794,42.3,48932.6,45.4,3776.5,87.6,40.9,8.9,77.4,3
FAC064,Cleveland Industrial Plant 64,USA,Cleveland,Industrial Equipment,2022,703,3499,1254.9,17844.9,9038.9,42.1,22722.8,55,1194.7,67.4,24,16,23.1,0
FAC064,Cleveland Industrial Plant 64,USA,Cleveland,Industrial Equipment,2023,716,5979.6,1936.4,29572.4,13602.9,49.3,12967.4,27.5,565.3,59.8,35.1,16.2,36.8,2
FAC064,Cleveland Industrial Plant 64,USA,Cleveland,Industrial Equipment,2024,783,3616.7,824.2,9162.4,8995.1,67.8,10520.9,55.5,432.1,77.8,22.8,9.6,37.3,1
FAC064,Cleveland Industrial Plant 64,USA,Cleveland,Industrial Equipment,2025,766,2352.7,823.9,11246,8122.1,62.5,21014.4,52.5,451.9,73.7,29.7,12.7,69.9,0
FAC065,Houston Chemicals Plant 65,USA,Houston,Chemicals,2022,1751,8385.9,4559.7,27632.5,22586,45.9,51186.8,28.6,2793.6,82.6,31.3,9.6,38.5,2
FAC065,Houston Chemicals Plant 65,USA,Houston,Chemicals,2023,1783,10356.3,5482,69858.4,29517.9,44.6,30964.1,30.5,2326.7,41.6,23.2,13.7,35,0
FAC065,Houston Chemicals Plant 65,USA,Houston,Chemicals,2024,1842,8530.3,2418,34660.4,20729.5,35.6,63272.4,27.8,3110.5,69,41.2,15,63.9,0
FAC065,Houston Chemicals Plant 65,USA,Houston,Chemicals,2025,1879,10157.3,4640.1,64997.1,26948.1,39.6,43863.4,61.5,918.1,68.2,30.1,10.1,73.8,0
FAC066,Phoenix Electronics Plant 66,USA,Phoenix,Electronics,2022,1654,5919.3,3753.2,39262.8,17795.7,44.4,58720.2,18.5,2123,54.9,45.1,15.8,38,4
FAC066,Phoenix Electronics Plant 66,USA,Phoenix,Electronics,2023,1691,4833.9,2164.4,26663.1,21169.3,55.8,17336.5,46.8,2438.4,61.9,33.3,13.3,31.3,1
FAC066,Phoenix Electronics Plant 66,USA,Phoenix,Electronics,2024,1724,5816.4,2446.5,27638.9,24049.9,72.6,16884,28.9,2216.6,79.1,43.9,11.8,30.7,0
FAC066,Phoenix Electronics Plant 66,USA,Phoenix,Electronics,2025,1771,10535.5,1033.5,36419.9,27243,82,32510.8,33.5,575,81.3,34.7,13.7,44.2,0
FAC067,Cleveland Industrial Plant 67,USA,Cleveland,Industrial Equipment,2022,2067,7848.2,3998.9,23868.9,26391.5,25.6,59148.3,21.3,2901.4,28,43.4,11.7,32.6,0
FAC067,Cleveland Industrial Plant 67,USA,Cleveland,Industrial Equipment,2023,2065,13327.3,5325,75640.8,30873.6,32.7,21504.1,29.5,1203.9,76.3,41.9,19.1,31.3,1
FAC067,Cleveland Industrial Plant 67,USA,Cleveland,Industrial Equipment,2024,2106,13196.9,3127.5,47876.6,33095.2,71,73006.3,50.4,2329,42,18.2,14.5,50.2,2
FAC067,Cleveland Industrial Plant 67,USA,Cleveland,Industrial Equipment,2025,2147,8738.1,1410.7,43275.2,22905.4,72.3,68872.6,35.7,1131.5,72.1,25.6,6.3,64.2,0
FAC068,Houston Chemicals Plant 68,USA,Houston,Chemicals,2022,2447,13830.9,7345,52803,37592,15.1,60998.1,67.5,1950.6,70,25,10.6,13.1,0
FAC068,Houston Chemicals Plant 68,USA,Houston,Chemicals,2023,2498,9160.8,5144.9,48837.9,33140.9,47.7,48018.1,37.2,2268.6,30.3,25.4,9,51.3,0
FAC068,Houston Chemicals Plant 68,USA,Houston,Chemicals,2024,2531,10458.1,2555.1,37697.3,24931.6,62.4,44708.7,50.3,1301.4,69.6,43.3,18.7,32.3,0
FAC068,Houston Chemicals Plant 68,USA,Houston,Chemicals,2025,2566,15993.3,4998.9,86571.2,41883,66.7,67421.5,62.5,2933.2,80,24.4,5.1,45.7,2
FAC069,Cleveland Industrial Plant 69,USA,Cleveland,Industrial Equipment,2022,794,3486.3,1752.8,12231.7,10035.4,50.3,18126.7,22.7,641.3,25.7,25.2,21.4,54.2,1
FAC069,Cleveland Industrial Plant 69,USA,Cleveland,Industrial Equipment,2023,828,2804.6,1752.3,19050.1,8210.5,27.2,11144.6,57.1,1411.8,32.5,40.8,9.2,29.9,0
FAC069,Cleveland Industrial Plant 69,USA,Cleveland,Industrial Equipment,2024,805,3345.8,1425.3,20057.1,11264.5,65.2,8576.1,54.5,322.8,90.2,37,9.4,59.4,0
FAC069,Cleveland Industrial Plant 69,USA,Cleveland,Industrial Equipment,2025,867,2595.9,885.8,14235.5,8910.7,68,20149,45.1,1435.1,66.9,28.6,18.4,55.9,0
FAC070,Houston Chemicals Plant 70,USA,Houston,Chemicals,2022,2212,9559.9,5365.4,35456.6,29089.8,21.9,30424.4,49.3,3350,69.3,30.4,11.3,15.1,1
FAC070,Houston Chemicals Plant 70,USA,Houston,Chemicals,2023,2300,10026.4,3293.3,28076.1,24553.9,27.3,56902.1,29.7,2810.8,32.4,35.2,6.4,29.6,0
FAC070,Houston Chemicals Plant 70,USA,Houston,Chemicals,2024,2335,7107.4,5118.3,44677.1,34728.6,54.5,39889.3,29.8,2196.7,91.6,44,7.7,63.4,0
FAC070,Houston Chemicals Plant 70,USA,Houston,Chemicals,2025,2403,15135.8,5322.9,77957.2,41477.9,44.9,44807.6,48.1,2790.7,52,29.6,6.2,43.1,2
FAC071,Cleveland Industrial Plant 71,USA,Cleveland,Industrial Equipment,2022,829,2767.9,992.1,14888.4,7825.8,32.5,18974.1,24.1,822.6,33.7,36.1,19.2,50.4,2
FAC071,Cleveland Industrial Plant 71,USA,Cleveland,Industrial Equipment,2023,822,2433.2,2088.8,11638.3,11539.3,36.7,25301.8,59.9,686.1,66.5,40.2,17.7,49.4,0
FAC071,Cleveland Industrial Plant 71,USA,Cleveland,Industrial Equipment,2024,800,3813.1,631.8,15538.2,8919,64,19163.6,37.3,198.8,77.4,18.2,13.4,49.4,0
FAC071,Cleveland Industrial Plant 71,USA,Cleveland,Industrial Equipment,2025,825,3794.2,1336,18617.2,13058,51.5,13444.1,64.2,743.1,59,26.3,15.4,68,0
FAC072,Cleveland Industrial Plant 72,USA,Cleveland,Industrial Equipment,2022,919,5932.8,2635.1,33718.9,13268.7,32.8,18481.7,25.2,1459,33,24.9,18.5,52.7,0
FAC072,Cleveland Industrial Plant 72,USA,Cleveland,Industrial Equipment,2023,955,4103.5,2515.5,24933.6,12153.4,35.2,13220.5,68.3,237.1,35.6,22.4,20.3,37.6,0
FAC072,Cleveland Industrial Plant 72,USA,Cleveland,Industrial Equipment,2024,936,4425.3,1845,18821,11611.1,56.6,25200,38.6,1631.5,38.3,41.2,7.8,48.2,0
FAC072,Cleveland Industrial Plant 72,USA,Cleveland,Industrial Equipment,2025,992,3987.6,2013.8,15478.7,11397,37.6,13961.8,31.4,608.3,40,22.7,20.4,69.1,0
FAC073,Cleveland Industrial Plant 73,USA,Cleveland,Industrial Equipment,2022,1875,7445.3,6291,46346,19806.3,12.7,53943.9,47.1,2155.1,48.3,42.5,9.6,53.3,1
FAC073,Cleveland Industrial Plant 73,USA,Cleveland,Industrial Equipment,2023,1887,8319.3,3790,26410,27567.2,31.7,32773.9,67.5,2816.5,89.3,44.3,18.5,43.9,1
FAC073,Cleveland Industrial Plant 73,USA,Cleveland,Industrial Equipment,2024,1921,10832.3,3707.5,45758.5,27820.3,64.2,41806.8,51.8,543,41.6,20,15.1,70.7,0
FAC073,Cleveland Industrial Plant 73,USA,Cleveland,Industrial Equipment,2025,1939,9525.7,4155.7,51333.2,33043.9,56.2,32095.2,41.5,1672.1,78.9,28.3,13.4,42,0
FAC074,Detroit Automotive Plant 74,USA,Detroit,Automotive,2022,1265,10073.8,3863.9,34832.6,23565.5,41.4,36704.4,63.4,711.7,38.6,25.5,15.9,17,0
